customer_id,region,month,login_days
362,Asia,2020-01-01,30
320,Europe,2020-01-01,6
363,South America,2020-01-01,10
386,South America,2020-01-01,6
364,Asia,2020-01-01,15
389,Asia,2020-01-01,29
385,Asia,2020-01-01,29
384,South America,2020-01-01,17
387,South America,2020-01-01,7
366,Asia,2020-01-01,22
383,Europe,2020-01-01,26
382,Europe,2020-01-01,12
368,Asia,2020-01-01,13
365,Asia,2020-01-01,17
361,Europe,2020-01-01,16
310,North America,2020-01-01,18
391,North America,2020-01-01,10
388,North America,2020-01-01,22
390,Europe,2020-01-01,17
360,North America,2020-01-01,15
432,South America,2020-01-01,8
321,South America,2020-01-01,14
431,Asia,2020-01-01,24
322,South America,2020-01-01,11
430,North America,2020-01-01,11
433,Europe,2020-01-01,20
323,Europe,2020-01-01,17
324,South America,2020-01-01,6
317,South America,2020-01-01,13
410,Europe,2020-01-01,11
342,South America,2020-01-01,10
409,Asia,2020-01-01,22
485,Asia,2020-01-01,22
429,Asia,2020-01-01,14
319,North America,2020-01-01,21
271,North America,2020-01-01,17
335,South America,2020-01-01,9
405,North America,2020-01-01,14
273,Asia,2020-01-01,24
284,Asia,2020-01-01,27
463,South America,2020-01-01,8
464,South America,2020-01-01,9
290,North America,2020-01-01,16
472,Europe,2020-01-01,22
465,South America,2020-01-01,11
471,South America,2020-01-01,9
466,North America,2020-01-01,13
288,Asia,2020-01-01,17
287,Europe,2020-01-01,13
468,Asia,2020-01-01,15
286,Europe,2020-01-01,10
289,North America,2020-01-01,20
446,Asia,2020-01-01,23
275,Europe,2020-01-01,17
285,Europe,2020-01-01,12
283,South America,2020-01-01,5
282,South America,2020-01-01,12
291,South America,2020-01-01,8
276,South America,2020-01-01,7
478,North America,2020-01-01,15
473,South America,2020-01-01,13
447,South America,2020-01-01,6
277,South America,2020-01-01,8
469,South America,2020-01-01,5
476,South America,2020-01-01,13
475,North America,2020-01-01,16
280,North America,2020-01-01,21
474,North America,2020-01-01,19
477,South America,2020-01-01,8
278,Europe,2020-01-01,12
281,South America,2020-01-01,13
279,Asia,2020-01-01,18
462,North America,2020-01-01,17
453,South America,2020-01-01,13
375,North America,2020-01-01,19
108,South America,2020-01-01,10
99,Europe,2020-01-01,13
659,North America,2020-01-01,12
107,South America,2020-01-01,12
94,Europe,2020-01-01,20
657,Asia,2020-01-01,17
104,Europe,2020-01-01,10
103,South America,2020-01-01,9
663,Europe,2020-01-01,16
669,Europe,2020-01-01,9
661,Europe,2020-01-01,11
106,Europe,2020-01-01,17
470,Asia,2020-01-01,9
667,Europe,2020-01-01,16
664,Asia,2020-01-01,16
660,South America,2020-01-01,6
670,South America,2020-01-01,11
102,Asia,2020-01-01,26
662,North America,2020-01-01,16
101,North America,2020-01-01,14
668,South America,2020-01-01,3
95,Asia,2020-01-01,19
658,Asia,2020-01-01,26
656,Europe,2020-01-01,20
671,Europe,2020-01-01,14
98,Europe,2020-01-01,13
105,South America,2020-01-01,6
97,South America,2020-01-01,6
666,Europe,2020-01-01,14
665,North America,2020-01-01,18
467,South America,2020-01-01,18
100,Europe,2020-01-01,18
96,North America,2020-01-01,17
292,North America,2020-01-01,13
307,South America,2020-01-01,8
502,Europe,2020-01-01,18
508,Europe,2020-01-01,23
249,South America,2020-01-01,8
507,Asia,2020-01-01,20
250,Asia,2020-01-01,17
247,North America,2020-01-01,12
511,North America,2020-01-01,15
248,North America,2020-01-01,12
506,South America,2020-01-01,13
500,South America,2020-01-01,4
255,Europe,2020-01-01,9
501,South America,2020-01-01,7
274,North America,2020-01-01,18
257,Europe,2020-01-01,10
499,South America,2020-01-01,10
256,South America,2020-01-01,8
509,South America,2020-01-01,11
510,South America,2020-01-01,10
253,North America,2020-01-01,20
481,North America,2020-01-01,17
267,South America,2020-01-01,6
497,Asia,2020-01-01,28
246,Asia,2020-01-01,13
258,Asia,2020-01-01,22
482,South America,2020-01-01,9
483,North America,2020-01-01,16
514,Europe,2020-01-01,16
244,South America,2020-01-01,10
512,South America,2020-01-01,9
245,Europe,2020-01-01,10
498,South America,2020-01-01,8
272,Europe,2020-01-01,18
243,South America,2020-01-01,12
513,Europe,2020-01-01,9
504,Asia,2020-01-01,26
454,Europe,2020-01-01,15
251,South America,2020-01-01,13
301,Europe,2020-01-01,13
452,Europe,2020-01-01,20
455,North America,2020-01-01,20
302,Asia,2020-01-01,28
297,North America,2020-01-01,19
303,North America,2020-01-01,23
300,Asia,2020-01-01,24
304,Asia,2020-01-01,23
305,Asia,2020-01-01,21
448,North America,2020-01-01,21
451,Asia,2020-01-01,23
298,South America,2020-01-01,12
450,Europe,2020-01-01,15
306,Asia,2020-01-01,27
449,Asia,2020-01-01,21
461,South America,2020-01-01,8
456,South America,2020-01-01,8
252,North America,2020-01-01,17
254,Asia,2020-01-01,13
109,North America,2020-01-01,21
480,North America,2020-01-01,15
479,North America,2020-01-01,21
293,South America,2020-01-01,8
505,Europe,2020-01-01,16
460,Europe,2020-01-01,15
459,Europe,2020-01-01,6
295,Asia,2020-01-01,27
458,Asia,2020-01-01,23
296,North America,2020-01-01,12
457,North America,2020-01-01,22
484,Europe,2020-01-01,13
294,North America,2020-01-01,20
299,Asia,2020-01-01,15
503,Asia,2020-01-01,14
333,Asia,2020-01-01,18
369,South America,2020-01-01,10
419,South America,2020-01-01,9
238,South America,2020-01-01,9
518,South America,2020-01-01,12
239,Europe,2020-01-01,23
517,North America,2020-01-01,17
520,South America,2020-01-01,7
521,Europe,2020-01-01,10
519,South America,2020-01-01,6
240,Asia,2020-01-01,26
224,Europe,2020-01-01,9
209,North America,2020-01-01,20
549,Asia,2020-01-01,19
210,South America,2020-01-01,9
524,South America,2020-01-01,11
225,Asia,2020-01-01,17
533,Asia,2020-01-01,27
547,North America,2020-01-01,25
548,South America,2020-01-01,7
211,Europe,2020-01-01,12
528,Europe,2020-01-01,15
230,North America,2020-01-01,13
527,Europe,2020-01-01,8
231,North America,2020-01-01,17
236,Asia,2020-01-01,25
529,South America,2020-01-01,12
522,Asia,2020-01-01,21
526,Asia,2020-01-01,24
233,South America,2020-01-01,9
234,South America,2020-01-01,7
523,Asia,2020-01-01,26
235,Asia,2020-01-01,23
232,Europe,2020-01-01,18
525,South America,2020-01-01,9
532,South America,2020-01-01,8
212,Europe,2020-01-01,12
219,Europe,2020-01-01,10
545,Europe,2020-01-01,10
218,South America,2020-01-01,11
541,North America,2020-01-01,15
220,Europe,2020-01-01,8
538,Europe,2020-01-01,6
516,Europe,2020-01-01,12
174,Europe,2020-01-01,23
540,Europe,2020-01-01,11
126,Europe,2020-01-01,11
127,North America,2020-01-01,17
636,Europe,2020-01-01,18
128,North America,2020-01-01,24
175,Europe,2020-01-01,12
537,South America,2020-01-01,2
634,Asia,2020-01-01,18
637,North America,2020-01-01,20
539,Europe,2020-01-01,14
585,North America,2020-01-01,16
221,Asia,2020-01-01,24
214,Europe,2020-01-01,15
544,South America,2020-01-01,9
215,Europe,2020-01-01,4
543,South America,2020-01-01,8
216,Asia,2020-01-01,18
213,Asia,2020-01-01,17
542,North America,2020-01-01,14
534,Asia,2020-01-01,18
223,Europe,2020-01-01,17
535,Asia,2020-01-01,22
222,South America,2020-01-01,12
536,Europe,2020-01-01,15
228,South America,2020-01-01,12
217,North America,2020-01-01,18
546,Europe,2020-01-01,7
229,South America,2020-01-01,8
237,Asia,2020-01-01,17
635,Asia,2020-01-01,23
531,South America,2020-01-01,7
557,North America,2020-01-01,21
202,North America,2020-01-01,12
556,South America,2020-01-01,8
203,Asia,2020-01-01,29
555,Asia,2020-01-01,22
558,South America,2020-01-01,9
568,Europe,2020-01-01,16
559,Asia,2020-01-01,14
553,Europe,2020-01-01,7
206,Asia,2020-01-01,27
552,Europe,2020-01-01,14
200,South America,2020-01-01,5
207,Asia,2020-01-01,26
554,South America,2020-01-01,12
204,Europe,2020-01-01,22
205,Asia,2020-01-01,23
192,North America,2020-01-01,16
563,Europe,2020-01-01,9
227,North America,2020-01-01,23
566,North America,2020-01-01,15
194,Europe,2020-01-01,17
565,South America,2020-01-01,8
195,South America,2020-01-01,10
560,Europe,2020-01-01,13
569,North America,2020-01-01,19
326,North America,2020-01-01,21
197,Asia,2020-01-01,26
562,North America,2020-01-01,15
198,South America,2020-01-01,9
561,North America,2020-01-01,21
199,North America,2020-01-01,22
196,North America,2020-01-01,13
564,South America,2020-01-01,9
201,Europe,2020-01-01,15
176,Europe,2020-01-01,9
186,Asia,2020-01-01,18
187,Asia,2020-01-01,24
572,Europe,2020-01-01,21
188,Asia,2020-01-01,24
571,Asia,2020-01-01,18
574,South America,2020-01-01,7
575,North America,2020-01-01,19
573,Asia,2020-01-01,15
189,Asia,2020-01-01,22
551,South America,2020-01-01,10
208,North America,2020-01-01,14
550,Europe,2020-01-01,18
226,North America,2020-01-01,21
570,North America,2020-01-01,13
190,Europe,2020-01-01,18
183,South America,2020-01-01,13
185,Asia,2020-01-01,21
184,Asia,2020-01-01,10
584,South America,2020-01-01,5
583,Asia,2020-01-01,17
178,Europe,2020-01-01,16
582,Europe,2020-01-01,15
179,Europe,2020-01-01,16
581,Europe,2020-01-01,10
180,Asia,2020-01-01,17
177,Europe,2020-01-01,17
580,Asia,2020-01-01,21
579,South America,2020-01-01,15
182,North America,2020-01-01,23
578,South America,2020-01-01,14
191,Asia,2020-01-01,20
577,North America,2020-01-01,24
576,Europe,2020-01-01,21
181,North America,2020-01-01,14
530,Europe,2020-01-01,5
567,Europe,2020-01-01,18
193,Europe,2020-01-01,14
613,Europe,2020-01-01,11
143,Asia,2020-01-01,3
619,South America,2020-01-01,9
144,Asia,2020-01-01,30
603,Europe,2020-01-01,13
594,South America,2020-01-01,8
618,North America,2020-01-01,15
620,Europe,2020-01-01,15
146,Asia,2020-01-01,20
615,North America,2020-01-01,15
147,Europe,2020-01-01,12
129,North America,2020-01-01,15
145,North America,2020-01-01,12
617,Asia,2020-01-01,16
158,Asia,2020-01-01,18
616,Europe,2020-01-01,19
612,South America,2020-01-01,6
604,South America,2020-01-01,9
173,South America,2020-01-01,10
166,Asia,2020-01-01,16
167,North America,2020-01-01,22
593,Europe,2020-01-01,13
168,Asia,2020-01-01,23
587,Asia,2020-01-01,21
595,South America,2020-01-01,8
148,North America,2020-01-01,15
592,South America,2020-01-01,5
590,South America,2020-01-01,5
171,Asia,2020-01-01,9
589,Asia,2020-01-01,25
172,North America,2020-01-01,19
169,Asia,2020-01-01,14
591,North America,2020-01-01,22
170,South America,2020-01-01,8
159,South America,2020-01-01,9
242,Asia,2020-01-01,22
156,South America,2020-01-01,7
327,North America,2020-01-01,24
424,South America,2020-01-01,7
328,South America,2020-01-01,10
515,North America,2020-01-01,23
423,North America,2020-01-01,19
422,North America,2020-01-01,17
425,South America,2020-01-01,5
330,Europe,2020-01-01,15
331,Europe,2020-01-01,21
420,South America,2020-01-01,7
332,Europe,2020-01-01,18
329,South America,2020-01-01,9
149,Asia,2020-01-01,22
614,South America,2020-01-01,12
421,Europe,2020-01-01,14
605,South America,2020-01-01,10
426,North America,2020-01-01,14
611,Europe,2020-01-01,18
606,North America,2020-01-01,15
155,North America,2020-01-01,22
608,Europe,2020-01-01,8
607,North America,2020-01-01,18
157,South America,2020-01-01,9
154,South America,2020-01-01,15
241,Asia,2020-01-01,27
609,North America,2020-01-01,20
610,Europe,2020-01-01,11
151,Europe,2020-01-01,7
586,South America,2020-01-01,9
596,Asia,2020-01-01,15
153,Asia,2020-01-01,18
150,Asia,2020-01-01,14
152,North America,2020-01-01,15
588,North America,2020-01-01,19
165,Europe,2020-01-01,10
139,Asia,2020-01-01,26
133,South America,2020-01-01,5
622,Asia,2020-01-01,17
125,North America,2020-01-01,18
597,North America,2020-01-01,16
124,North America,2020-01-01,10
137,North America,2020-01-01,16
164,Asia,2020-01-01,13
110,North America,2020-01-01,16
111,Asia,2020-01-01,22
652,North America,2020-01-01,20
112,South America,2020-01-01,1
655,Europe,2020-01-01,18
138,North America,2020-01-01,18
654,South America,2020-01-01,9
653,Europe,2020-01-01,23
625,North America,2020-01-01,19
633,North America,2020-01-01,22
113,North America,2020-01-01,13
632,Europe,2020-01-01,18
131,North America,2020-01-01,15
631,North America,2020-01-01,16
132,Europe,2020-01-01,15
638,Asia,2020-01-01,28
630,Europe,2020-01-01,16
130,Europe,2020-01-01,13
629,Asia,2020-01-01,17
628,North America,2020-01-01,15
135,Asia,2020-01-01,26
627,South America,2020-01-01,3
136,Asia,2020-01-01,22
626,North America,2020-01-01,12
651,Europe,2020-01-01,12
134,Asia,2020-01-01,23
623,Asia,2020-01-01,26
624,Europe,2020-01-01,14
140,North America,2020-01-01,9
648,Asia,2020-01-01,24
141,Asia,2020-01-01,22
621,South America,2020-01-01,10
142,Asia,2020-01-01,14
602,North America,2020-01-01,16
123,North America,2020-01-01,15
598,South America,2020-01-01,11
647,North America,2020-01-01,13
160,Asia,2020-01-01,30
162,Europe,2020-01-01,20
599,North America,2020-01-01,14
163,Europe,2020-01-01,16
650,South America,2020-01-01,12
601,Asia,2020-01-01,25
640,North America,2020-01-01,19
600,North America,2020-01-01,19
641,Asia,2020-01-01,17
161,South America,2020-01-01,10
639,Europe,2020-01-01,12
116,South America,2020-01-01,10
122,South America,2020-01-01,15
646,South America,2020-01-01,12
118,Asia,2020-01-01,30
649,Asia,2020-01-01,12
117,Europe,2020-01-01,14
644,North America,2020-01-01,11
115,South America,2020-01-01,6
643,Europe,2020-01-01,17
121,North America,2020-01-01,15
642,Europe,2020-01-01,12
645,Europe,2020-01-01,10
119,North America,2020-01-01,16
114,Asia,2020-01-01,16
120,Europe,2020-01-01,24
109,North America,2020-02-01,16
175,Europe,2020-02-01,7
663,Europe,2020-02-01,11
222,South America,2020-02-01,14
192,North America,2020-02-01,15
348,Asia,2020-02-01,16
401,South America,2020-02-01,9
310,North America,2020-02-01,16
350,Asia,2020-02-01,15
441,North America,2020-02-01,15
312,Asia,2020-02-01,18
376,Europe,2020-02-01,11
292,North America,2020-02-01,18
216,Asia,2020-02-01,29
586,South America,2020-02-01,9
402,Europe,2020-02-01,24
379,South America,2020-02-01,11
266,Asia,2020-02-01,28
212,Europe,2020-02-01,15
537,South America,2020-02-01,12
347,North America,2020-02-01,15
178,Europe,2020-02-01,18
404,Asia,2020-02-01,20
273,Asia,2020-02-01,23
224,Europe,2020-02-01,12
593,Europe,2020-02-01,10
197,Asia,2020-02-01,11
284,Asia,2020-02-01,26
169,Asia,2020-02-01,18
244,South America,2020-02-01,9
371,South America,2020-02-01,11
534,Asia,2020-02-01,25
172,North America,2020-02-01,16
349,Europe,2020-02-01,5
476,South America,2020-02-01,10
536,Europe,2020-02-01,16
443,North America,2020-02-01,21
373,Europe,2020-02-01,8
501,South America,2020-02-01,9
555,Asia,2020-02-01,30
439,Asia,2020-02-01,19
655,Europe,2020-02-01,11
458,Asia,2020-02-01,24
314,South America,2020-02-01,11
173,South America,2020-02-01,13
588,North America,2020-02-01,19
221,Asia,2020-02-01,21
568,Europe,2020-02-01,12
535,Asia,2020-02-01,18
566,North America,2020-02-01,12
377,South America,2020-02-01,12
311,Asia,2020-02-01,13
511,North America,2020-02-01,15
93,Europe,2020-02-01,9
452,Europe,2020-02-01,18
268,North America,2020-02-01,13
135,Asia,2020-02-01,12
564,South America,2020-02-01,11
176,Europe,2020-02-01,11
628,North America,2020-02-01,11
246,Asia,2020-02-01,30
442,Europe,2020-02-01,14
656,Europe,2020-02-01,10
574,South America,2020-02-01,13
585,North America,2020-02-01,18
521,Europe,2020-02-01,15
584,South America,2020-02-01,6
374,North America,2020-02-01,17
462,North America,2020-02-01,24
334,North America,2020-02-01,20
488,Asia,2020-02-01,24
213,Asia,2020-02-01,16
317,South America,2020-02-01,4
475,North America,2020-02-01,15
444,Europe,2020-02-01,11
658,Asia,2020-02-01,15
137,North America,2020-02-01,16
652,North America,2020-02-01,16
589,Asia,2020-02-01,21
247,North America,2020-02-01,20
510,South America,2020-02-01,6
378,North America,2020-02-01,16
437,North America,2020-02-01,17
502,Europe,2020-02-01,12
315,Asia,2020-02-01,14
255,Europe,2020-02-01,17
487,North America,2020-02-01,21
590,South America,2020-02-01,8
653,Europe,2020-02-01,15
112,South America,2020-02-01,8
391,North America,2020-02-01,20
591,North America,2020-02-01,13
467,South America,2020-02-01,8
129,North America,2020-02-01,13
193,Europe,2020-02-01,17
270,North America,2020-02-01,18
209,North America,2020-02-01,23
351,Europe,2020-02-01,15
316,South America,2020-02-01,11
253,North America,2020-02-01,14
484,Europe,2020-02-01,23
302,Asia,2020-02-01,19
400,South America,2020-02-01,10
480,North America,2020-02-01,13
107,South America,2020-02-01,12
274,North America,2020-02-01,17
108,South America,2020-02-01,6
111,Asia,2020-02-01,19
170,South America,2020-02-01,8
384,South America,2020-02-01,11
195,South America,2020-02-01,9
210,South America,2020-02-01,8
168,Asia,2020-02-01,23
490,Asia,2020-02-01,23
550,Europe,2020-02-01,9
133,South America,2020-02-01,8
191,Asia,2020-02-01,23
434,North America,2020-02-01,15
235,Asia,2020-02-01,21
438,Asia,2020-02-01,22
435,North America,2020-02-01,25
138,North America,2020-02-01,20
218,South America,2020-02-01,9
513,Europe,2020-02-01,12
113,North America,2020-02-01,13
318,Asia,2020-02-01,20
625,North America,2020-02-01,23
583,Asia,2020-02-01,23
626,North America,2020-02-01,20
563,Europe,2020-02-01,10
522,Asia,2020-02-01,26
171,Asia,2020-02-01,23
629,Asia,2020-02-01,26
660,South America,2020-02-01,8
309,Asia,2020-02-01,14
489,North America,2020-02-01,15
291,South America,2020-02-01,9
436,Europe,2020-02-01,22
280,North America,2020-02-01,15
592,South America,2020-02-01,8
372,North America,2020-02-01,17
651,Europe,2020-02-01,20
124,North America,2020-02-01,17
512,South America,2020-02-01,8
208,North America,2020-02-01,22
223,Europe,2020-02-01,18
215,Europe,2020-02-01,13
346,Europe,2020-02-01,16
297,North America,2020-02-01,18
167,North America,2020-02-01,19
533,Asia,2020-02-01,24
594,South America,2020-02-01,16
433,Europe,2020-02-01,15
551,South America,2020-02-01,13
561,North America,2020-02-01,13
562,North America,2020-02-01,13
293,South America,2020-02-01,14
575,North America,2020-02-01,18
457,North America,2020-02-01,18
598,South America,2020-02-01,5
650,South America,2020-02-01,5
102,Asia,2020-02-01,25
290,North America,2020-02-01,18
405,North America,2020-02-01,17
281,South America,2020-02-01,8
542,North America,2020-02-01,18
256,South America,2020-02-01,8
631,North America,2020-02-01,18
345,Asia,2020-02-01,20
264,Asia,2020-02-01,20
353,Asia,2020-02-01,30
532,South America,2020-02-01,15
96,North America,2020-02-01,14
323,Europe,2020-02-01,20
474,North America,2020-02-01,23
166,Asia,2020-02-01,16
382,Europe,2020-02-01,16
368,Asia,2020-02-01,24
665,North America,2020-02-01,21
514,Europe,2020-02-01,12
285,Europe,2020-02-01,15
380,Europe,2020-02-01,9
509,South America,2020-02-01,12
308,North America,2020-02-01,10
667,Europe,2020-02-01,10
301,Europe,2020-02-01,10
320,Europe,2020-02-01,23
265,Europe,2020-02-01,20
445,South America,2020-02-01,13
547,North America,2020-02-01,18
446,Asia,2020-02-01,13
451,Asia,2020-02-01,27
508,Europe,2020-02-01,19
225,Asia,2020-02-01,12
352,South America,2020-02-01,11
492,Europe,2020-02-01,18
647,North America,2020-02-01,17
630,Europe,2020-02-01,12
554,South America,2020-02-01,8
463,South America,2020-02-01,15
399,North America,2020-02-01,15
324,South America,2020-02-01,11
370,Asia,2020-02-01,16
271,North America,2020-02-01,19
319,North America,2020-02-01,19
140,North America,2020-02-01,15
582,Europe,2020-02-01,15
464,South America,2020-02-01,7
114,Asia,2020-02-01,19
248,North America,2020-02-01,17
429,Asia,2020-02-01,26
162,Europe,2020-02-01,11
366,Asia,2020-02-01,22
599,North America,2020-02-01,16
117,Europe,2020-02-01,9
322,South America,2020-02-01,7
482,South America,2020-02-01,8
254,Asia,2020-02-01,24
110,North America,2020-02-01,18
440,North America,2020-02-01,19
666,Europe,2020-02-01,8
146,Asia,2020-02-01,15
624,Europe,2020-02-01,17
654,South America,2020-02-01,13
115,South America,2020-02-01,7
587,Asia,2020-02-01,19
269,North America,2020-02-01,17
596,Asia,2020-02-01,23
165,Europe,2020-02-01,13
540,Europe,2020-02-01,15
99,Europe,2020-02-01,12
383,Europe,2020-02-01,17
243,South America,2020-02-01,11
198,South America,2020-02-01,9
313,South America,2020-02-01,5
296,North America,2020-02-01,22
403,Asia,2020-02-01,26
267,South America,2020-02-01,5
177,Europe,2020-02-01,9
544,South America,2020-02-01,8
204,Europe,2020-02-01,12
627,South America,2020-02-01,6
581,Europe,2020-02-01,15
134,Asia,2020-02-01,29
174,Europe,2020-02-01,17
196,North America,2020-02-01,22
136,Asia,2020-02-01,26
245,Europe,2020-02-01,10
279,Asia,2020-02-01,26
277,South America,2020-02-01,12
186,Asia,2020-02-01,22
470,Asia,2020-02-01,30
500,South America,2020-02-01,0
367,North America,2020-02-01,16
116,South America,2020-02-01,12
226,North America,2020-02-01,18
597,North America,2020-02-01,23
105,South America,2020-02-01,8
369,South America,2020-02-01,13
381,Asia,2020-02-01,28
431,Asia,2020-02-01,27
430,North America,2020-02-01,20
185,Asia,2020-02-01,19
398,Asia,2020-02-01,23
523,Asia,2020-02-01,24
461,South America,2020-02-01,7
164,Asia,2020-02-01,21
567,Europe,2020-02-01,14
132,Europe,2020-02-01,15
139,Asia,2020-02-01,22
595,South America,2020-02-01,8
623,Asia,2020-02-01,22
294,North America,2020-02-01,18
163,Europe,2020-02-01,18
406,Europe,2020-02-01,19
321,South America,2020-02-01,10
237,Asia,2020-02-01,12
649,Asia,2020-02-01,20
179,Europe,2020-02-01,9
503,Asia,2020-02-01,18
432,South America,2020-02-01,8
520,South America,2020-02-01,10
214,Europe,2020-02-01,17
275,Europe,2020-02-01,10
668,South America,2020-02-01,16
569,North America,2020-02-01,8
491,Europe,2020-02-01,18
478,North America,2020-02-01,19
634,Asia,2020-02-01,29
541,North America,2020-02-01,19
517,North America,2020-02-01,18
604,South America,2020-02-01,8
573,Asia,2020-02-01,23
545,Europe,2020-02-01,14
407,North America,2020-02-01,15
427,Europe,2020-02-01,12
426,North America,2020-02-01,20
365,Asia,2020-02-01,29
471,South America,2020-02-01,13
493,Asia,2020-02-01,24
160,Asia,2020-02-01,18
570,North America,2020-02-01,18
234,South America,2020-02-01,15
131,North America,2020-02-01,17
325,Asia,2020-02-01,18
326,North America,2020-02-01,20
385,Asia,2020-02-01,22
103,South America,2020-02-01,13
469,South America,2020-02-01,6
515,North America,2020-02-01,7
602,North America,2020-02-01,10
101,North America,2020-02-01,23
307,South America,2020-02-01,11
344,North America,2020-02-01,24
632,Europe,2020-02-01,19
159,South America,2020-02-01,12
548,South America,2020-02-01,13
199,North America,2020-02-01,13
141,Asia,2020-02-01,20
118,Asia,2020-02-01,24
119,North America,2020-02-01,12
565,South America,2020-02-01,11
263,Europe,2020-02-01,20
645,Europe,2020-02-01,23
549,Asia,2020-02-01,25
530,Europe,2020-02-01,8
580,Asia,2020-02-01,26
616,Europe,2020-02-01,13
249,South America,2020-02-01,7
386,South America,2020-02-01,14
425,South America,2020-02-01,11
556,South America,2020-02-01,9
453,South America,2020-02-01,10
364,Asia,2020-02-01,16
295,Asia,2020-02-01,19
603,Europe,2020-02-01,14
298,South America,2020-02-01,11
459,Europe,2020-02-01,9
242,Asia,2020-02-01,16
327,North America,2020-02-01,14
662,North America,2020-02-01,26
473,South America,2020-02-01,9
205,Asia,2020-02-01,22
220,Europe,2020-02-01,11
180,Asia,2020-02-01,12
257,Europe,2020-02-01,17
408,Asia,2020-02-01,25
375,North America,2020-02-01,6
397,Europe,2020-02-01,12
447,South America,2020-02-01,9
161,South America,2020-02-01,10
644,North America,2020-02-01,14
158,Asia,2020-02-01,17
494,South America,2020-02-01,8
456,South America,2020-02-01,11
460,Europe,2020-02-01,13
657,Asia,2020-02-01,18
507,Asia,2020-02-01,21
120,Europe,2020-02-01,11
262,North America,2020-02-01,17
424,South America,2020-02-01,13
228,South America,2020-02-01,15
601,Asia,2020-02-01,11
409,Asia,2020-02-01,30
621,South America,2020-02-01,11
538,Europe,2020-02-01,9
363,South America,2020-02-01,12
387,South America,2020-02-01,9
328,South America,2020-02-01,8
343,Europe,2020-02-01,17
207,Asia,2020-02-01,30
643,Europe,2020-02-01,10
560,Europe,2020-02-01,20
646,South America,2020-02-01,5
217,North America,2020-02-01,14
465,South America,2020-02-01,16
157,South America,2020-02-01,11
481,North America,2020-02-01,18
354,Asia,2020-02-01,17
289,North America,2020-02-01,17
303,North America,2020-02-01,13
622,Asia,2020-02-01,5
648,Asia,2020-02-01,9
605,South America,2020-02-01,9
519,South America,2020-02-01,12
